date	feature	assertion_id	type	status	severity
2026-03-19	unscoped	has-value-hypothesis	file_check	PASS	warn
2026-03-19	unscoped	build-succeeds	command_check	FAIL	warn
2026-03-19	unscoped	dynamic-rendering	file_check	PASS	warn
2026-03-19	public-site	has-hero	file_check	PASS	warn
2026-03-19	public-site	has-services	file_check	PASS	warn
2026-03-19	public-site	has-real-service-data	file_check	PASS	warn
2026-03-19	public-site	has-real-prices	file_check	FAIL	warn
2026-03-19	vagaro-integration	has-booking-section	file_check	PASS	warn
2026-03-19	vagaro-integration	has-gift-cert-link	file_check	PASS	warn
2026-03-19	events	has-events-component	file_check	PASS	warn
2026-03-19	events	has-real-events	file_check	PASS	warn
2026-03-19	provider-directory	has-provider-directory	file_check	PASS	warn
2026-03-19	provider-directory	has-real-providers	file_check	PASS	warn
2026-03-19	public-site	has-real-testimonials	file_check	PASS	warn
2026-03-19	public-site	has-contact-info	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-login	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-sidebar	file_check	PASS	warn
2026-03-19	events	has-events-editor	file_check	PASS	warn
2026-03-19	provider-directory	has-providers-editor	file_check	PASS	warn
2026-03-19	admin-cms	has-image-upload	file_check	PASS	warn
2026-03-19	seo	has-json-ld	file_check	PASS	warn
2026-03-19	seo	has-meta-description	file_check	PASS	warn
2026-03-19	seo	has-opening-hours-schema	file_check	PASS	warn
2026-03-19	unscoped	has-auth	file_check	PASS	warn
2026-03-19	unscoped	has-storage-abstraction	file_check	PASS	warn
2026-03-19	unscoped	has-content-validation	file_check	PASS	warn
2026-03-19	unscoped	no-console-log-in-components	command_check	FAIL	warn
2026-03-19	unscoped	has-value-hypothesis	file_check	PASS	warn
2026-03-19	unscoped	build-succeeds	command_check	FAIL	warn
2026-03-19	unscoped	dynamic-rendering	file_check	PASS	warn
2026-03-19	public-site	has-hero	file_check	PASS	warn
2026-03-19	public-site	has-services	file_check	PASS	warn
2026-03-19	public-site	has-real-service-data	file_check	PASS	warn
2026-03-19	public-site	has-real-prices	file_check	PASS	warn
2026-03-19	vagaro-integration	has-booking-section	file_check	PASS	warn
2026-03-19	vagaro-integration	has-gift-cert-link	file_check	PASS	warn
2026-03-19	events	has-events-component	file_check	PASS	warn
2026-03-19	events	has-real-events	file_check	PASS	warn
2026-03-19	provider-directory	has-provider-directory	file_check	PASS	warn
2026-03-19	provider-directory	has-real-providers	file_check	PASS	warn
2026-03-19	public-site	has-real-testimonials	file_check	PASS	warn
2026-03-19	public-site	has-contact-info	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-login	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-sidebar	file_check	PASS	warn
2026-03-19	events	has-events-editor	file_check	PASS	warn
2026-03-19	provider-directory	has-providers-editor	file_check	PASS	warn
2026-03-19	admin-cms	has-image-upload	file_check	PASS	warn
2026-03-19	seo	has-json-ld	file_check	PASS	warn
2026-03-19	seo	has-meta-description	file_check	PASS	warn
2026-03-19	seo	has-opening-hours-schema	file_check	PASS	warn
2026-03-19	unscoped	has-auth	file_check	PASS	warn
2026-03-19	unscoped	has-storage-abstraction	file_check	PASS	warn
2026-03-19	unscoped	has-content-validation	file_check	PASS	warn
2026-03-19	unscoped	no-console-log-in-components	command_check	FAIL	warn
2026-03-19	unscoped	has-value-hypothesis	file_check	PASS	warn
2026-03-19	unscoped	build-succeeds	command_check	PASS	warn
2026-03-19	unscoped	dynamic-rendering	file_check	PASS	warn
2026-03-19	public-site	has-hero	file_check	PASS	warn
2026-03-19	public-site	has-services	file_check	PASS	warn
2026-03-19	public-site	has-real-service-data	file_check	PASS	warn
2026-03-19	public-site	has-real-prices	file_check	PASS	warn
2026-03-19	vagaro-integration	has-booking-section	file_check	PASS	warn
2026-03-19	vagaro-integration	has-gift-cert-link	file_check	PASS	warn
2026-03-19	events	has-events-component	file_check	PASS	warn
2026-03-19	events	has-real-events	file_check	PASS	warn
2026-03-19	provider-directory	has-provider-directory	file_check	PASS	warn
2026-03-19	provider-directory	has-real-providers	file_check	PASS	warn
2026-03-19	public-site	has-real-testimonials	file_check	PASS	warn
2026-03-19	public-site	has-contact-info	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-login	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-sidebar	file_check	PASS	warn
2026-03-19	events	has-events-editor	file_check	PASS	warn
2026-03-19	provider-directory	has-providers-editor	file_check	PASS	warn
2026-03-19	admin-cms	has-image-upload	file_check	PASS	warn
2026-03-19	seo	has-json-ld	file_check	PASS	warn
2026-03-19	seo	has-meta-description	file_check	PASS	warn
2026-03-19	seo	has-opening-hours-schema	file_check	PASS	warn
2026-03-19	unscoped	has-auth	file_check	PASS	warn
2026-03-19	unscoped	has-storage-abstraction	file_check	PASS	warn
2026-03-19	unscoped	has-content-validation	file_check	PASS	warn
2026-03-19	unscoped	no-console-log-in-components	command_check	FAIL	warn
2026-03-19	unscoped	has-value-hypothesis	file_check	PASS	warn
2026-03-19	unscoped	build-succeeds	command_check	PASS	warn
2026-03-19	unscoped	dynamic-rendering	file_check	PASS	warn
2026-03-19	public-site	has-hero	file_check	PASS	warn
2026-03-19	public-site	has-services	file_check	PASS	warn
2026-03-19	public-site	has-real-service-data	file_check	PASS	warn
2026-03-19	public-site	has-real-prices	file_check	PASS	warn
2026-03-19	vagaro-integration	has-booking-section	file_check	PASS	warn
2026-03-19	vagaro-integration	has-gift-cert-link	file_check	PASS	warn
2026-03-19	events	has-events-component	file_check	PASS	warn
2026-03-19	events	has-real-events	file_check	PASS	warn
2026-03-19	provider-directory	has-provider-directory	file_check	PASS	warn
2026-03-19	provider-directory	has-real-providers	file_check	PASS	warn
2026-03-19	public-site	has-real-testimonials	file_check	PASS	warn
2026-03-19	public-site	has-contact-info	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-login	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-sidebar	file_check	PASS	warn
2026-03-19	events	has-events-editor	file_check	PASS	warn
2026-03-19	provider-directory	has-providers-editor	file_check	PASS	warn
2026-03-19	admin-cms	has-image-upload	file_check	PASS	warn
2026-03-19	seo	has-json-ld	file_check	PASS	warn
2026-03-19	seo	has-meta-description	file_check	PASS	warn
2026-03-19	seo	has-opening-hours-schema	file_check	PASS	warn
2026-03-19	unscoped	has-auth	file_check	PASS	warn
2026-03-19	unscoped	has-storage-abstraction	file_check	PASS	warn
2026-03-19	unscoped	has-content-validation	file_check	PASS	warn
2026-03-19	unscoped	no-console-log-in-components	command_check	FAIL	warn
2026-03-19	unscoped	has-value-hypothesis	file_check	PASS	warn
2026-03-19	unscoped	build-succeeds	command_check	PASS	warn
2026-03-19	unscoped	dynamic-rendering	file_check	PASS	warn
2026-03-19	public-site	has-hero	file_check	PASS	warn
2026-03-19	public-site	has-services	file_check	PASS	warn
2026-03-19	public-site	has-real-service-data	file_check	PASS	warn
2026-03-19	public-site	has-real-prices	file_check	PASS	warn
2026-03-19	vagaro-integration	has-booking-section	file_check	PASS	warn
2026-03-19	vagaro-integration	has-gift-cert-link	file_check	PASS	warn
2026-03-19	events	has-events-component	file_check	PASS	warn
2026-03-19	events	has-real-events	file_check	PASS	warn
2026-03-19	provider-directory	has-provider-directory	file_check	PASS	warn
2026-03-19	provider-directory	has-real-providers	file_check	PASS	warn
2026-03-19	public-site	has-real-testimonials	file_check	PASS	warn
2026-03-19	public-site	has-contact-info	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-login	file_check	PASS	warn
2026-03-19	admin-cms	has-admin-sidebar	file_check	PASS	warn
2026-03-19	events	has-events-editor	file_check	PASS	warn
2026-03-19	provider-directory	has-providers-editor	file_check	PASS	warn
2026-03-19	admin-cms	has-image-upload	file_check	PASS	warn
2026-03-19	seo	has-json-ld	file_check	PASS	warn
2026-03-19	seo	has-meta-description	file_check	PASS	warn
2026-03-19	seo	has-opening-hours-schema	file_check	PASS	warn
2026-03-19	unscoped	has-auth	file_check	PASS	warn
2026-03-19	unscoped	has-storage-abstraction	file_check	PASS	warn
2026-03-19	unscoped	has-content-validation	file_check	PASS	warn
2026-03-19	unscoped	no-console-log-in-components	command_check	PASS	warn
2026-03-20	unscoped	has-value-hypothesis	file_check	PASS	warn
2026-03-20	unscoped	build-succeeds	command_check	PASS	warn
2026-03-20	unscoped	dynamic-rendering	file_check	PASS	warn
2026-03-20	public-site	has-hero	file_check	PASS	warn
2026-03-20	public-site	has-services	file_check	FAIL	warn
2026-03-20	public-site	has-real-service-data	file_check	PASS	warn
2026-03-20	public-site	has-real-prices	file_check	PASS	warn
2026-03-20	vagaro-integration	has-booking-section	file_check	FAIL	warn
2026-03-20	vagaro-integration	has-gift-cert-link	file_check	FAIL	warn
2026-03-20	events	has-events-component	file_check	PASS	warn
2026-03-20	events	has-real-events	file_check	PASS	warn
2026-03-20	provider-directory	has-provider-directory	file_check	PASS	warn
2026-03-20	provider-directory	has-real-providers	file_check	PASS	warn
2026-03-20	public-site	has-real-testimonials	file_check	PASS	warn
2026-03-20	public-site	has-contact-info	file_check	PASS	warn
2026-03-20	admin-cms	has-admin-login	file_check	PASS	warn
2026-03-20	admin-cms	has-admin-sidebar	file_check	PASS	warn
2026-03-20	events	has-events-editor	file_check	PASS	warn
2026-03-20	provider-directory	has-providers-editor	file_check	PASS	warn
2026-03-20	admin-cms	has-image-upload	file_check	PASS	warn
2026-03-20	seo	has-json-ld	file_check	PASS	warn
2026-03-20	seo	has-meta-description	file_check	PASS	warn
2026-03-20	seo	has-opening-hours-schema	file_check	PASS	warn
2026-03-20	unscoped	has-auth	file_check	PASS	warn
2026-03-20	unscoped	has-storage-abstraction	file_check	PASS	warn
2026-03-20	unscoped	has-content-validation	file_check	PASS	warn
2026-03-20	unscoped	no-console-log-in-components	command_check	PASS	warn
2026-03-20	unscoped	has-value-hypothesis	file_check	PASS	warn
2026-03-20	unscoped	build-succeeds	command_check	PASS	warn
2026-03-20	unscoped	dynamic-rendering	file_check	PASS	warn
2026-03-20	public-site	has-hero	file_check	PASS	warn
2026-03-20	public-site	has-services	file_check	FAIL	warn
2026-03-20	public-site	has-real-service-data	file_check	PASS	warn
2026-03-20	public-site	has-real-prices	file_check	PASS	warn
2026-03-20	vagaro-integration	has-booking-section	file_check	FAIL	warn
2026-03-20	vagaro-integration	has-gift-cert-link	file_check	FAIL	warn
2026-03-20	events	has-events-component	file_check	PASS	warn
2026-03-20	events	has-real-events	file_check	PASS	warn
2026-03-20	provider-directory	has-provider-directory	file_check	PASS	warn
2026-03-20	provider-directory	has-real-providers	file_check	PASS	warn
2026-03-20	public-site	has-real-testimonials	file_check	PASS	warn
2026-03-20	public-site	has-contact-info	file_check	PASS	warn
2026-03-20	admin-cms	has-admin-login	file_check	PASS	warn
2026-03-20	admin-cms	has-admin-sidebar	file_check	PASS	warn
2026-03-20	events	has-events-editor	file_check	PASS	warn
2026-03-20	provider-directory	has-providers-editor	file_check	PASS	warn
2026-03-20	admin-cms	has-image-upload	file_check	PASS	warn
2026-03-20	seo	has-json-ld	file_check	PASS	warn
2026-03-20	seo	has-meta-description	file_check	PASS	warn
2026-03-20	seo	has-opening-hours-schema	file_check	PASS	warn
2026-03-20	unscoped	has-auth	file_check	PASS	warn
2026-03-20	unscoped	has-storage-abstraction	file_check	PASS	warn
2026-03-20	unscoped	has-content-validation	file_check	PASS	warn
2026-03-20	unscoped	no-console-log-in-components	command_check	PASS	warn
